ID,Title,Tags,Difficulty,Solved,Accepted
1468C,Berpizza,"data structures, implementation",1400,6825,0
1468B,Bakery,"data structures, dsu",2900,170,0
1468A,LaIS,"data structures, dp, greedy",2200,1434,0
1467E,Distinctive Roots in a Tree,"data structures, dfs and similar, dp, trees",2500,1194,0
1467D,Sum of Paths,"combinatorics, dp, math",2200,3384,0
1467C,Three Bags,"constructive algorithms, greedy",1900,5960,0
1467B,Hills And Valleys,"brute force, implementation",1700,10322,0
1467A,Wizard of Orz,"constructive algorithms, greedy, math",900,23127,0
1466I,The Riddle of the Sphinx,"binary search, data structures, data structures, interactive",3400,153,0
1466H,Finding satisfactory solutions,"combinatorics, dp, graphs, greedy, math",3300,187,0
1466G,Song of the Sirens,"combinatorics, divide and conquer, hashing, math, string suffix structures, strings",2600,770,0
1466F,Euclid's nightmare,"bitmasks, dfs and similar, dsu, graphs, greedy, math, sortings",2100,2705,0
1466E,Apollo versus Pan,"bitmasks, brute force, math",1800,6510,0
1466D,13th Labour of Heracles,"data structures, greedy, sortings, trees",1500,10347,0
1466C,Canine poetry,"dp, greedy, strings",1300,16617,0
1466B,Last minute enhancements,"dp, greedy",800,21822,0
1466A,Bovine Dilemma,"brute force, geometry, math",800,21904,0
1464F,My Beautiful Madness,"data structures, trees",3500,224,0
1463F,Max Correct Set,"bitmasks, dp, math",3100,485,0
1463E,Plan of Lectures,"constructive algorithms, dfs and similar, dsu, graphs, implementation, sortings, trees",2400,1336,0
1463D,Pairs,"binary search, constructive algorithms, greedy, two pointers",1900,4019,0
1463C,Busy Robot,implementation,1800,5218,0
1463B,Find The Array,"bitmasks, constructive algorithms, greedy",1400,17354,0
1463A,Dungeon,"binary search, math",1100,22804,0
1462F,The Treasure of The Segments,"binary search, data structures, greedy",1800,6169,0
1462E2,Close Tuples (hard version),"binary search, combinatorics, implementation, math, sortings, two pointers",1700,8445,0
1462E1,Close Tuples (easy version),"binary search, combinatorics, math, sortings, two pointers",1500,12316,0
1462D,Add to Neighbour and Remove,"greedy, math, number theory",1400,15247,0
1462C,Unique Number,"brute force, greedy, math",900,28776,0
1462B,Last Year's Substring,"dp, implementation, strings",800,25571,0
1462A,Favorite Sequence,"implementation, two pointers",800,36791,0
1461F,Mathematical Expression,"constructive algorithms, dp, greedy",2700,459,0
1461E,Water Level,"brute force, graphs, greedy, implementation, math",2200,1984,0
1461D,Divide and Summarize,"binary search, brute force, data structures, divide and conquer, implementation, sortings",1600,8469,0
1461C,Random Events,"dp, math, probabilities",1500,10372,0
1461B,Find the Spruce,"brute force, dp, implementation",1400,11907,0
1461A,String Generation,"constructive algorithms, greedy",800,18169,0
1459B,Move and Turn,"dp, math",1300,13092,0
1459A,Red-Blue Shuffle,"math, probabilities",800,16319,0
1458F,Range Diameter Sum,"data structures, trees",3500,197,0
1458E,Nim Shortcuts,"data structures, games",3100,337,0
1458D,Flip and Reverse,"data structures, graphs, greedy",3100,785,0
1458C,Latin Square,"math, matrices",2700,1080,0
1458B,Glass Half Spilled,dp,2000,3179,0
1458A,Row GCD,"math, number theory",1600,14274,0
1456E,XOR-ranges,"dp, greedy",3500,218,0
1455G,Forbidden Value,"data structures, dp",2900,330,0
1455F,String and Operations,"dp, greedy",2800,388,0
1455E,Four Points,"brute force, constructive algorithms, flows, geometry, greedy, implementation, math, ternary search",2400,1366,0
1455D,Sequence and Swaps,"dp, greedy, sortings",1600,11288,0
1455C,Ping-pong,"constructive algorithms, games, math",1100,18627,0
1455B,Jumps,"constructive algorithms, math",1200,20130,0
1455A,Strange Functions,"math, number theory",800,25151,0
1454F,Array Partition,"binary search, data structures, greedy, two pointers",2100,3511,0
1454E,Number of Simple Paths,"combinatorics, dfs and similar, graphs, trees",2000,5130,0
1454D,Number into Sequence,"constructive algorithms, math, number theory",1300,18518,0
1454C,Sequence Transformation,"greedy, implementation",1200,19984,0
1454B,Unique Bid Auction,implementation,800,26673,0
1454A,Special Permutation,"constructive algorithms, probabilities",800,36837,0
1453F,Even Harder,dp,2700,713,0
1453E,Dog Snacks,"binary search, dfs and similar, dp, greedy, trees",2300,1846,0
1453D,Checkpoints,"brute force, constructive algorithms, greedy, math, probabilities",1900,3951,0
1453C,Triangles,"greedy, implementation",1700,5837,0
1453B,Suffix Operations,"constructive algorithms, implementation",1400,12601,0
1453A,Cancel the Trains,implementation,800,21608,0
1452G,Game On Tree,"data structures, dfs and similar, greedy, trees",2700,328,0
1452F,Divide Powers,"constructive algorithms, greedy",2900,272,0
1452E,Two Editorials,"brute force, dp, greedy, sortings, two pointers",2500,1403,0
1452D,Radio Towers,"combinatorics, dp, math",1600,7457,0
1452C,Two Brackets,greedy,800,18222,0
1452B,Toy Blocks,"binary search, greedy, math, sortings",1400,13805,0
1452A,Robot Program,math,800,21282,0
1451F,Nullify The Matrix,"constructive algorithms, games",2700,834,0
1451E2,Bitwise Queries (Hard Version),"bitmasks, constructive algorithms, interactive, math",2300,2664,0
1451E1,Bitwise Queries (Easy Version),"bitmasks, constructive algorithms, interactive, math",2000,3958,0
1451D,Circle Game,"games, geometry, math",1700,8901,0
1451C,String Equality,"dp, greedy, hashing, implementation, strings",1400,14440,0
1451B,Non-Substring Subsequence,"dp, greedy, implementation, strings",900,18376,0
1451A,Subtract or Divide,"greedy, math",800,23306,0
1450H2,Multithreading (Hard Version),"combinatorics, implementation, math",3300,102,0
1450H1,Multithreading (Easy Version),"combinatorics, fft, math",2900,314,0
1450G,Communism,"bitmasks, dp, trees",3500,185,0
1450F,The Struggling Contestant,"constructive algorithms, greedy",2400,1211,0
1450E,Capitalism,"constructive algorithms, dfs and similar, graphs, shortest paths",2700,907,0
1450D,Rating Compression,"binary search, data structures, greedy, implementation, two pointers",1800,5057,0
1450C2,Errich-Tac-Toe (Hard Version),"constructive algorithms, math",2300,3313,0
1450C1,Errich-Tac-Toe (Easy Version),"constructive algorithms, math",2100,5076,0
1450B,Balls of Steel,"brute force, geometry, greedy",1000,14395,0
1450A,Avoid Trygub,"constructive algorithms, sortings",800,17233,0
1447B,Numbers Box,"greedy, math",1000,14092,0
1447A,Add Candies,"constructive algorithms, math",800,13412,0
1446F,Line Distance,"binary search, data structures, geometry",3200,217,0
1446E,Long Recovery,"constructive algorithms, dfs and similar",3500,67,0
1446D2,Frequency Problem (Hard Version),"data structures, greedy, two pointers",3000,946,0
1446D1,Frequency Problem (Easy Version),"data structures, greedy",2600,1357,0
1446C,Xor Tree,"binary search, bitmasks, data structures, divide and conquer, dp, trees",2100,3092,0
1446B,Catching Cheaters,"dp, strings",1800,7082,0
1446A,Knapsack,"constructive algorithms, greedy, sortings",1300,14002,0
1445B,Elimination,"greedy, math",900,14637,0
1445A,Array Rearrangment,"greedy, sortings",800,18022,0
1444E,Finding the Vertex,"brute force, dfs and similar, dp, interactive, trees",3500,110,0
1444D,Rectangular Polyline,"constructive algorithms, dp, geometry",2900,454,0
1444C,Team-Building,"data structures, dfs and similar, dsu, graphs",2500,1303,0
1444B,Divide and Sum,"combinatorics, math, sortings",1900,5738,0
1444A,Division,"brute force, math, number theory",1500,11928,0
1443E,Long Permutation,"brute force, math, two pointers",2400,1154,0
1443C,The Delivery Dilemma,"binary search, greedy, sortings",1400,13920,0
1443B,Saving the City,"dp, greedy, math, sortings",1300,14640,0
1443A,Kids Seating,"constructive algorithms, math",800,15824,0
1442F,Differentiating Games,"games, interactive",3400,111,0
1442E,"Black, White and Grey Tree","binary search, constructive algorithms, dfs and similar, dp, greedy, trees",3000,461,0
1442D,Sum,"data structures, divide and conquer, dp, greedy",2800,1610,0
1442C,Graph Transpositions,"dfs and similar, graphs, greedy, shortest paths",2400,1416,0
1442B,Identify the Operations,"combinatorics, data structures, dsu, greedy, implementation",1800,4093,0
1442A,Extreme Subtraction,"constructive algorithms, dp, greedy",1800,8105,0
1440B,Sum of Medians,"greedy, math",900,16129,0
1440A,Buy the String,"implementation, math",800,19181,0
1439E,Cheat and Win,"bitmasks, data structures, games, trees",3500,195,0
1439D,INOI Final Contests,"combinatorics, dp, fft",3100,292,0
1439C,Greedy Shopping,"binary search, data structures, divide and conquer, greedy, implementation",2600,1449,0
1439B,Graph Subset Problem,"constructive algorithms, data structures, graphs",2600,1253,0
1439A2,Binary Table (Hard Version),"constructive algorithms, graphs, greedy, implementation",1900,4782,0
1439A1,Binary Table (Easy Version),"constructive algorithms, implementation",1500,8918,0
1438F,Olha and Igor,"interactive, probabilities, trees",3000,554,0
1438E,Yurii Can Do Everything,"binary search, bitmasks, brute force, constructive algorithms, divide and conquer, two pointers",2500,1184,0
1438D,Powerful Ksenia,"bitmasks, constructive algorithms, math",2200,3877,0
1438C,Engineer Artem,"2-sat, chinese remainder theorem, constructive algorithms, fft, flows",2000,9517,0
1438B,Valerii Against Everyone,"constructive algorithms, data structures, greedy, sortings",1000,17328,0
1438A,Specific Tastes of Andre,"constructive algorithms, implementation",800,18793,0
1437G,Death DBMS,"data structures, string suffix structures, strings, trees",2600,825,0
1437F,Emotional Fishermen,"combinatorics, dp, math, two pointers",2600,966,0
1437E,Make It Increasing,"binary search, constructive algorithms, data structures, dp, implementation",2200,3151,0
1437D,Minimal Height Tree,"graphs, greedy, shortest paths, trees",1600,11546,0
1437C,Chef Monocarp,"dp, flows, graph matchings, greedy, math, sortings",1800,9443,0
1437B,Reverse Binary Strings,"constructive algorithms, greedy",1200,17858,0
1437A,Marketing Scheme,"brute force, constructive algorithms, greedy, math",800,17623,0
1436F,Sum Over Subsets,"combinatorics, math, number theory",2800,453,0
1436E,Complicated Computations,"binary search, data structures, two pointers",2400,1792,0
1436D,Bandit in a City,"binary search, dfs and similar, graphs, greedy, trees",1900,5510,0
1436C,Binary Search,"binary search, combinatorics",1500,10145,0
1436B,Prime Square,"constructive algorithms, math",900,19407,0
1436A,Reorder,math,800,21842,0
1434E,A Convex Game,"dsu, games",3500,128,0
1433G,Reducing Delivery Cost,"brute force, graphs, shortest paths",2100,3803,0
1433F,Zero Remainder Sum,dp,2100,5473,0
1433E,Two Round Dances,"combinatorics, math",1300,17078,0
1433D,Districts Connection,"constructive algorithms, dfs and similar",1200,20210,0
1433C,Dominant Piranha,"constructive algorithms, greedy",900,25057,0
1433B,Yet Another Bookshelf,"greedy, implementation",800,27112,0
1433A,Boring Apartments,"implementation, math",800,44608,0
1431J,Zero-XOR Array,"*special problem, dp",3400,34,0
1431I,Cyclic Shifts,"*special problem, strings",2900,37,0
1431H,Rogue-like Game,"*special problem, brute force, greedy, two pointers",2600,57,0
1431G,Number Deletion Game,"*special problem, dp, games, greedy",2100,123,0
1431F,Neural Network Problem,"*special problem, binary search, greedy",2100,147,0
1431E,Chess Match,*special problem,2000,205,0
1431D,Used Markers,"*special problem, greedy",1500,419,0
1431C,Black Friday,"*special problem, implementation",1600,665,0
1431B,Polycarp and the Language of Gods,"*special problem, implementation, two pointers",1400,867,0
1431A,Selling Hamburgers,*special problem,800,1519,0
1430G,Yet Another DAG Problem,"bitmasks, dfs and similar, dp, flows, graphs, math",2600,539,0
1430F,Realistic Gameplay,"dp, greedy",2600,788,0
1430E,String Reversal,"data structures, greedy, strings",1900,5738,0
1430D,String Deletion,"binary search, data structures, greedy, two pointers",1700,8384,0
1430C,Numbers on Whiteboard,"constructive algorithms, data structures, greedy, implementation, math",1000,21545,0
1430B,Barrels,"greedy, implementation, sortings",800,18796,0
1430A,Number of Apartments,"brute force, constructive algorithms, math",900,19774,0
1428H,Rotary Laser Lock,"binary search, interactive",3500,75,0
1428G2,Lucky Numbers (Hard Version),"dp, greedy",3000,551,0
1428G1,Lucky Numbers (Easy Version),"dp, greedy",2900,503,0
1428F,Fruit Sequences,"binary search, data structures, divide and conquer, dp, two pointers",2400,2027,0
1428E,Carrots for Rabbits,"binary search, data structures, greedy, math, sortings",2200,3314,0
1428D,Bouncing Boomerangs,"constructive algorithms, greedy, implementation",1900,4273,0
1428C,ABBB,"brute force, data structures, greedy, strings",1100,18476,0
1428B,Belted Rooms,"graphs, implementation",1200,13682,0
1428A,Box is Pull,math,800,15923,0
1427H,Prison Break,"binary search, games, geometry, ternary search",3500,61,0
1427G,One Billion Shades of Grey,"flows, graphs",3300,183,0
1427F,Boring Card Game,"data structures, greedy, trees",3200,216,0
1427E,Xum,"bitmasks, constructive algorithms, math, matrices, number theory",2500,1189,0
1427D,Unshuffling a Deck,"constructive algorithms, implementation",2000,3265,0
1427C,The Hard Work of Paparazzi,dp,2000,5175,0
1427B,Chess Cheater,"greedy, implementation, sortings",1400,10338,0
1427A,Avoiding Zero,"math, sortings",900,16232,0
1426F,Number of Subsequences,"combinatorics, dp, strings",2000,4780,0
1426E,"Rock, Paper, Scissors","brute force, constructive algorithms, flows, greedy, math",1800,6823,0
1426D,Non-zero Segments,"constructive algorithms, data structures, greedy, sortings",1500,14512,0
1426C,Increase and Copy,"binary search, constructive algorithms, math",1100,18325,0
1426B,Symmetric Matrix,implementation,900,19585,0
1426A,Floor Number,"implementation, math",800,40429,0
1425I,Impressive Harvesting of The Orchard,data structures,2800,194,0
1425H,Huge Boxes of Animal Toys,constructive algorithms,1300,3919,0
1425F,Flamingoes of Mystery,interactive,1400,4587,0
1425E,Excitation of Atoms,"greedy, implementation",2200,870,0
1425D,Danger of Mad Snakes,"combinatorics, dp, math",2300,740,0
1425C,Captain of Knights,math,3100,33,0
1425B,Blue and Red of Our Faculty!,"divide and conquer, dp",2600,242,0
1425A,Arena of Greed,"games, greedy",1400,5925,0
1424M,Ancient Language,"graphs, sortings",2200,483,0
1424G,Years,"data structures, sortings",1300,5126,0
1423N,BubbleSquare Tokens,,3500,133,0
1423M,Milutin's Plums,interactive,2800,121,0
1423L,Light switches,meet-in-the-middle,2600,380,0
1423K,Lonely Numbers,"binary search, math, number theory, two pointers",1600,4327,0
1423J,Bubble Cup hypothesis,"bitmasks, constructive algorithms, dp, math",2400,676,0
1423I,Lookup Tables,bitmasks,3000,93,0
1423H,Virus,"data structures, divide and conquer, dsu, graphs",2500,454,0
1423G,Growing flowers,data structures,3500,148,0
1423F,Coins,math,2700,321,0
1423E,5G Antenna Towers,geometry,2700,66,0
1423D,Does anyone else hate the wind?,,3100,29,0
1423C,Dušan's Railway,"divide and conquer, graphs, trees",3500,101,0
1423B,Valuable Paper,"binary search, flows, graph matchings, graphs",1900,1634,0
1423A,Wakanda Forever,,3500,60,0
1422F,Boring Queries,"data structures, math, number theory",2700,867,0
1422E,Minlexes,"dp, greedy, implementation, strings",2700,679,0
1422D,Returning Home,"graphs, shortest paths, sortings",2300,2459,0
1422C,Bargain,"combinatorics, dp, math",1700,7761,0
1422B,Nice Matrix,"greedy, implementation, math",1300,13774,0
1422A,Fence,"geometry, math",800,20165,0
1421E,Swedish Heroes,"brute force, dp, implementation",2700,638,0
1421D,Hexagons,"brute force, constructive algorithms, greedy, implementation, math, shortest paths",1900,3944,0
1421C,Palindromifier,"constructive algorithms, strings",1400,12033,0
1421B,Putting Bricks in the Wall,"constructive algorithms, implementation",1100,12718,0
1421A,XORwice,"bitmasks, greedy, math",800,24844,0
1420E,Battle Lemmings,"dp, greedy",2500,787,0
1420D,Rescue Nibel!,"combinatorics, data structures, sortings",1800,6842,0
1420C2,Pokémon Army (hard version),"data structures, divide and conquer, dp, greedy, implementation",2100,4252,0
1420C1,Pokémon Army (easy version),"constructive algorithms, dp, greedy",1300,16126,0
1420B,Rock and Lever,"bitmasks, math",1200,20985,0
1420A,Cubes Sorting,"math, sortings",900,21923,0
1419F,Rain of Fire,"binary search, data structures, dfs and similar, dsu, graphs, implementation",2800,455,0
1419E,Decryption,"constructive algorithms, implementation, math, number theory",2100,3010,0
1419D2,Sage's Birthday (hard version),"binary search, brute force, constructive algorithms, greedy, sortings, two pointers",1500,13665,0
1419D1,Sage's Birthday (easy version),"binary search, constructive algorithms, greedy, sortings",1000,22070,0
1419C,Killjoy,"greedy, implementation, math",1500,14172,0
1419B,Stairs,"brute force, constructive algorithms, greedy, implementation, math",1200,15445,0
1419A,Digit Game,"games, greedy, implementation",900,18708,0
1418G,Three Occurrences,"data structures, divide and conquer, hashing, two pointers",2500,1216,0
1418F,Equal Product,"data structures, math, number theory, two pointers",3000,313,0
1418E,Expected Damage,"binary search, combinatorics, probabilities",2400,1608,0
1418D,Trash Problem,"data structures, implementation",2100,3988,0
1418C,Mortal Kombat Tower,"dp, graphs, greedy, shortest paths",1500,16142,0
1418B,Negative Prefixes,"greedy, sortings",1300,15707,0
1418A,Buying Torches,math,1000,19686,0
1417B,Two Arrays,"greedy, math, sortings",1100,14001,0
1417A,Copy-paste,"greedy, math",800,17845,0
1416F,Showing Off,"flows, graph matchings, greedy, implementation",3300,225,0
1416E,Split,"binary search, data structures, dp, greedy",3200,221,0
1416D,Graph and Queries,"data structures, dsu, graphs, implementation, trees",2600,1580,0
1416C,XOR Inverse,"bitmasks, data structures, divide and conquer, dp, greedy, math, sortings, strings, trees",2000,3819,0
1416B,Make Them Equal,"constructive algorithms, greedy, math",2000,5588,0
1416A,k-Amazing Numbers,"binary search, data structures, implementation, two pointers",1500,11015,0
1415F,Cakes for Clones,dp,2900,364,0
1415E,New Game Plus!,"constructive algorithms, greedy, math",2200,2368,0
1415D,XOR-gun,"bitmasks, brute force, constructive algorithms",2000,4762,0
1415C,Bouncing Ball,"brute force, dp, implementation",1400,10130,0
1415B,Repainting Street,"brute force, brute force, greedy",1100,11715,0
1415A,Prison Break,"brute force, math",800,14644,0
1413F,Roads and Ramen,"data structures, trees",2800,625,0
1413E,Solo mid Oracle,"greedy, math, ternary search",2100,1796,0
1413D,Shurikens,"data structures, greedy, implementation",1700,6089,0
1413C,Perform Easily,"binary search, brute force, dp, implementation, sortings, two pointers",1900,5298,0
1413B,A New Technique,implementation,1100,11398,0
1413A,Finding Sasuke,"constructive algorithms, math",800,14376,0
1411G,No Game No Life,"bitmasks, games, math, matrices",2700,528,0
1411F,The Thorny Path,"greedy, math",3000,277,0
1411E,Poman Numbers,"bitmasks, greedy, math, strings",2300,1482,0
1411D,Grime Zoo,"brute force, greedy, implementation, strings",2100,2296,0
1411C,Peaceful Rooks,"dfs and similar, dsu, graphs",1700,7455,0
1411B,Fair Numbers,"brute force, number theory",1000,16309,0
1411A,In-game Chat,implementation,800,19758,0
1409F,Subsequences of Length Two,"dp, strings",2100,4016,0
1409E,Two Platforms,"binary search, dp, sortings, two pointers",1800,7130,0
1409D,Decrease the Sum of Digits,"greedy, math",1500,17540,0
1409C,Yet Another Array Restoration,"brute force, math, number theory",1200,21719,0
1409B,Minimum Product,"brute force, greedy, math",1100,26870,0
1409A,Yet Another Two Integers Problem,"greedy, math",800,55606,0
1408I,Bitwise Magic,"dp, math",3200,152,0
1408H,Rainbow Triples,"binary search, data structures, flows, greedy",3300,303,0
1408G,Clusterization Counting,"combinatorics, dp, dsu, fft, graphs, trees",2700,770,0
1408F,Two Different,"constructive algorithms, divide and conquer",2300,2137,0
1408E,Avoid Rainbow Cycles,"data structures, dsu, graphs, greedy, sortings, trees",2400,1753,0
1408D,Searchlights,"binary search, brute force, data structures, dp, implementation, sortings, two pointers",2000,3987,0
1408C,Discrete Acceleration,"binary search, dp, implementation, math, two pointers",1500,8336,0
1408B,Arrays Sum,"constructive algorithms, greedy, math",1400,9406,0
1408A,Circle Coloring,constructive algorithms,800,12254,0
1407E,Egor in the Republic of Dagestan,"constructive algorithms, dfs and similar, dp, graphs, greedy, shortest paths",2500,1512,0
1407D,Discrete Centrifugal Jumps,"data structures, dp, graphs",2200,4320,0
1407C,Chocolate Bunny,"constructive algorithms, interactive, math, two pointers",1600,10828,0
1407B,Big Vova,"brute force, greedy, math, number theory",1300,16033,0
1407A,Ahahahahahahahaha,"constructive algorithms, math",1100,19429,0
1406E,Deleting Numbers,"interactive, math, number theory",2600,1384,0
1406D,Three Sequences,"constructive algorithms, data structures, greedy, math",2200,3222,0
1406C,Link Cut Centroids,"constructive algorithms, dfs and similar, graphs, trees",1700,9286,0
1406B,Maximum Product,"brute force, dp, greedy, implementation, sortings",1200,20739,0
1406A,Subset Mex,"greedy, implementation, math",900,20192,0
1405B,Array Cancellation,"constructive algorithms, implementation",1000,19979,0
1405A,Permutation Forgery,constructive algorithms,800,20960,0
1404E,Bricks,"flows, graph matchings, graphs",2800,961,0
1404D,Game of Pairs,"constructive algorithms, dfs and similar, interactive, math, number theory",2800,900,0
1404C,Fixed Point Removal,"binary search, constructive algorithms, data structures, greedy, two pointers",2300,2352,0
1404B,Tree Tag,"dfs and similar, dp, games, trees",1900,6744,0
1404A,Balanced Bitstring,"implementation, strings",1500,14075,0
1403C,Chess Rush,"*special problem, combinatorics, dp, implementation, math",3200,40,0
1403B,Spring cleaning,"*special problem, data structures, dfs and similar, graphs, trees",2300,344,0
1403A,The Potion of Great Power,"*special problem, 2-sat, binary search, data structures, graphs, interactive, sortings, two pointers",2400,276,0
1402C,Star Trek,"*special problem, combinatorics, dfs and similar, dp, games, graphs, matrices, trees",2600,186,0
1402B,Roads,"*special problem, geometry, sortings",2900,98,0
1402A,Fancy Fence,"*special problem, data structures, dsu, implementation, math, sortings",1800,1042,0
1401F,Reverse and Swap,"binary search, bitmasks, data structures",2400,1360,0
1401E,Divide Square,"data structures, geometry, implementation, sortings",2400,2046,0
1401D,Maximum Distributed Tree,"dfs and similar, dp, greedy, implementation, math, number theory, sortings, trees",1800,8391,0
1401C,Mere Array,"constructive algorithms, math, number theory, sortings",1300,22143,0
1401B,Ternary Sequence,"constructive algorithms, greedy, math",1100,20333,0
1401A,Distance and Axis,"constructive algorithms, math",900,25824,0
1400G,Mercenaries,"bitmasks, brute force, combinatorics, dp, dsu, math, two pointers",2600,796,0
1400F,x-prime Substrings,"brute force, dfs and similar, dp, string suffix structures, strings",2800,671,0
1400E,Clear the Multiset,"data structures, divide and conquer, dp, greedy",2200,4680,0
1400D,Zigzags,"brute force, combinatorics, data structures, math, two pointers",1900,9139,0
1400C,Binary String Reconstruction,"2-sat, brute force, constructive algorithms, greedy",1500,15958,0
1400B,RPG Protagonist,"brute force, greedy, math",1700,10602,0
1400A,String Similarity,"constructive algorithms, strings",800,25894,0
1399F,Yet Another Segments Subset,"data structures, dp, graphs, sortings",2300,1429,0
1399E2,Weights Division (hard version),"binary search, dfs and similar, greedy, sortings, trees, two pointers",2200,2096,0
1399E1,Weights Division (easy version),"data structures, dfs and similar, greedy, trees",2000,5425,0
1399D,Binary String To Subsequences,"constructive algorithms, data structures, greedy, implementation",1500,16747,0
1399C,Boats Competition,"brute force, greedy, two pointers",1200,26083,0
1399B,Gifts Fixing,greedy,800,40236,0
1399A,Remove Smallest,"greedy, sortings",800,56192,0
1398G,Running Competition,"bitmasks, fft, math, number theory",2600,690,0
1398F,Controversial Rounds,"binary search, data structures, dp, greedy, two pointers",2500,998,0
1398E,Two Types of Spells,"binary search, data structures, greedy, implementation, math, sortings",2200,2098,0
1398D,Colored Rectangles,"dp, greedy, sortings",1800,10434,0
1398C,Good Subarrays,"data structures, dp, math",1600,21148,0
1398B,Substring Removal Game,"games, greedy, sortings",800,23416,0
1398A,Bad Triangle,"geometry, math",800,26207,0
1397B,Power Sequence,"brute force, math, number theory, sortings",1500,13803,0
1397A,Juggling Letters,"greedy, strings",800,27188,0
1396E,Distance Matching,"constructive algorithms, dfs and similar, trees",3200,277,0
1396D,Rainbow Rectangles,"data structures, sortings, two pointers",3300,263,0
1396C,Monster Invaders,"dp, greedy, implementation",2300,2267,0
1396B,Stoned Game,"brute force, constructive algorithms, games, greedy",1800,10237,0
1396A,Multiples of Length,"constructive algorithms, greedy, number theory",1600,14185,0
1395C,Boboniu and Bit Operations,"bitmasks, brute force, dp, greedy",1600,12846,0
1395B,Boboniu Plays Chess,constructive algorithms,1100,15588,0
1395A,Boboniu Likes to Color Balls,"brute force, math",1000,22446,0
1394E,Boboniu and Banknote Collection,strings,3500,112,0
1394D,Boboniu and Jianghu,"dp, greedy, sortings, trees",2800,679,0
1394C,Boboniu and String,"binary search, geometry, ternary search",2600,839,0
1394B,Boboniu Walks on Graph,"brute force, dfs and similar, graphs, hashing",2300,1698,0
1394A,Boboniu Chats with Du,"dp, greedy, sortings, two pointers",1800,6210,0
1393E2,Twilight and Ancient Scroll (harder version),"dp, hashing, implementation, string suffix structures, strings, two pointers",3200,289,0
1393E1,Twilight and Ancient Scroll (easier version),"dp, hashing, implementation, string suffix structures, strings",2800,314,0
1393D,Rarity and New Dress,"dfs and similar, dp, implementation, shortest paths",2100,3645,0
1393C,Pinkie Pie Eats Patty-cakes,"constructive algorithms, greedy, math, sortings",1700,9944,0
1393B,Applejack and Storages,"constructive algorithms, data structures, greedy, implementation",1400,15654,0
1393A,"Rainbow Dash, Fluttershy and Chess Coloring","greedy, math",800,19989,0
1392I,Kevin and Grid,"fft, graphs, math",3300,134,0
1392H,ZS Shuffles Cards,"combinatorics, dp, math, probabilities",3000,560,0
1392G,Omkar and Pies,"bitmasks, dfs and similar, dp, math, shortest paths",2900,408,0
1392F,Omkar and Landslide,"binary search, constructive algorithms, data structures, greedy, math",2400,1823,0
1392E,Omkar and Duck,"bitmasks, constructive algorithms, interactive, math",2100,3110,0
1392D,Omkar and Bed Wars,"dp, greedy",1700,8045,0
1392C,Omkar and Waterslide,"greedy, implementation",1200,17661,0
1392B,Omkar and Infinity Clock,"implementation, math",800,17952,0
1392A,Omkar and Password,"greedy, math",800,19563,0
1391E,Pairs of Pairs,"constructive algorithms, dfs and similar, graphs, greedy, trees",2600,1308,0
1391D,505,"bitmasks, brute force, constructive algorithms, dp, greedy, implementation",2000,4690,0
1391C,Cyclic Permutations,"combinatorics, dp, graphs, math",1500,14036,0
1391B,Fix You,"brute force, greedy, implementation",800,24572,0
1391A,Suborrays,"constructive algorithms, math",800,23621,0
1389G,Directing Edges,"dfs and similar, dp, graphs, trees",2800,330,0
1389F,Bicolored Segments,"data structures, dp, graph matchings, sortings",2600,882,0
1389E,Calendar Ambiguity,"math, number theory",2200,2981,0
1389D,Segment Intersections,"brute force, greedy, implementation, math",2100,3858,0
1389C,Good String,"brute force, dp, greedy, two pointers",1500,17210,0
1389B,Array Walk,"brute force, dp, greedy",1600,14580,0
1389A,LCM Problem,"constructive algorithms, greedy, math, number theory",800,35088,0
1388E,Uncle Bogdan and Projections,"data structures, geometry, sortings",2700,364,0
1388D,Captain Flint and Treasure,"data structures, dfs and similar, graphs, greedy, implementation, trees",2000,5829,0
1388C,Uncle Bogdan and Country Happiness,"dfs and similar, greedy, math, trees",1800,8955,0
1388B,Captain Flint and a Long Voyage,"greedy, math",1000,21408,0
1388A,Captain Flint and Crew Recruitment,"brute force, greedy, math, number theory",800,24063,0
1387C,Viruses,"*special problem, dp, shortest paths, string suffix structures",2900,116,0
1387B2,Village (Maximum),"*special problem, dfs and similar, trees",2500,676,0
1387B1,Village (Minimum),"*special problem, dp, greedy, trees",2100,1097,0
1387A,Graph,"*special problem, binary search, dfs and similar, dp, math, ternary search",2100,602,0
1386C,Joker,"*special problem, bitmasks, data structures, divide and conquer, dsu",2800,347,0
1386B,Mixture,"*special problem, data structures, geometry, math, sortings",2900,109,0
1386A,Colors,"*special problem, binary search, constructive algorithms, interactive",2700,225,0
1385G,Columns Swaps,"2-sat, dfs and similar, dsu, graphs, implementation",2300,1211,0
1385F,Removing Leaves,"data structures, greedy, implementation, trees",2300,2080,0
1385E,Directing Edges,"constructive algorithms, dfs and similar, graphs",2000,6136,0
1385D,a-Good String,"bitmasks, brute force, divide and conquer, dp, implementation",1500,17144,0
1385C,Make It Good,greedy,1200,24776,0
1385B,Restore the Permutation by Merger,greedy,800,34753,0
1385A,Three Pairwise Maximums,math,800,35229,0
1384B2,Koa and the Beach (Hard Version),"constructive algorithms, dp, greedy, implementation",2200,2373,0
